Course 1,Course 2,Take C1 Only,Take C1 Only Passed,Take Both,Take Both Passed C1,R(C1 only),R(Both),Toxic Or Synergistic
CE  401,EM  313,448,444,80,80,0.9910714285714286,1.0,-0.008928571428571397
CE  401,CE  508,97,97,74,73,1.0,0.9864864864864865,0.013513513513513487
CE  401,CE  533,195,193,70,70,0.9897435897435898,1.0,-0.01025641025641022
CE  401,CE  599,350,348,42,41,0.9942857142857143,0.9761904761904762,0.018095238095238164
CE  401,MA  322,471,467,57,57,0.9915074309978769,1.0,-0.00849256900212314
CE  401,CE  351,482,478,46,46,0.991701244813278,1.0,-0.008298755186721962
CE  401,CE  429,314,312,213,212,0.9936305732484076,0.9953051643192489,-0.0016745910708412248
ENG 334,ENG 330,191,177,35,28,0.9267015706806283,0.8,0.12670157068062826
PS  212,UK  101,798,689,41,40,0.8634085213032582,0.975609756097561,-0.11220123479430277
PS  212,PS  235,792,693,74,62,0.875,0.8378378378378378,0.03716216216216217
PS  212,ECO 202,822,717,44,38,0.8722627737226277,0.8636363636363636,0.00862641008626408
PS  212,HIS 109,825,721,41,34,0.8739393939393939,0.8292682926829268,0.044671101256467116
PS  212,BIO 102,821,714,35,31,0.8696711327649208,0.8857142857142857,-0.01604315294936487
PS  212,PSY 100,806,705,60,50,0.8746898263027295,0.8333333333333334,0.04135649296939614
PS  212,ECO 201,761,665,105,90,0.873850197109067,0.8571428571428571,0.016707339966209878
PS  212,CHE 105,825,719,41,36,0.8715151515151515,0.8780487804878049,-0.006533628972653416
PS  212,GLY 110,827,719,39,36,0.8694074969770254,0.9230769230769231,-0.05366942609989778
PS  212,SOC 101,819,716,47,39,0.8742368742368742,0.8297872340425532,0.04444964019432107
PS  212,SPA 201,827,724,39,31,0.875453446191052,0.7948717948717948,0.08058165131925721
PS  212,AST 191,816,705,37,37,0.8639705882352942,1.0,-0.13602941176470584
PS  212,PHI 130,735,646,32,30,0.8789115646258503,0.9375,-0.058588435374149705
PS  212,COM 181,724,645,43,36,0.8908839779005525,0.8372093023255814,0.053674675574971076
PS  212,STA 200,709,628,58,53,0.8857545839210155,0.9137931034482759,-0.02803851952726044
PS  212,MA  123,815,709,51,46,0.8699386503067484,0.9019607843137255,-0.032022134006977065
PS  212,PHI 120,825,718,41,37,0.8703030303030304,0.9024390243902439,-0.03213599408721357
PS  212,PS  101,790,691,76,64,0.8746835443037975,0.8421052631578947,0.03257828114590278
PS  212,ACC 201,835,730,31,25,0.874251497005988,0.8064516129032258,0.06779988410276228
PS  212,PS  240,709,624,41,41,0.8801128349788434,1.0,-0.1198871650211566
PS  212,ENG 104,778,679,51,45,0.8727506426735219,0.8823529411764706,-0.009602298502948692
PS  212,STA 291,831,722,35,33,0.8688327316486161,0.9428571428571428,-0.07402441120852676
COM 287,UK  101,896,830,90,83,0.9263392857142857,0.9222222222222223,0.004117063492063422
COM 287,ECO 202,949,876,54,51,0.9230769230769231,0.9444444444444444,-0.02136752136752129
COM 287,EGR 101,316,290,36,34,0.9177215189873418,0.9444444444444444,-0.026722925457102642
COM 287,COM 249,921,850,81,77,0.9229098805646037,0.9506172839506173,-0.02770740338601363
COM 287,STA 210,853,792,51,43,0.9284876905041032,0.8431372549019608,0.0853504356021424
COM 287,EGR 102,313,289,39,35,0.9233226837060703,0.8974358974358975,0.025886786270172824
COM 287,PSY 100,959,886,44,41,0.9238790406673618,0.9318181818181818,-0.00793914115081995
COM 287,COM 314,798,735,37,35,0.9210526315789473,0.9459459459459459,-0.024893314366998598
COM 287,ECO 201,940,867,63,60,0.9223404255319149,0.9523809523809523,-0.030040526849037463
COM 287,B&E 105,789,726,47,46,0.9201520912547528,0.9787234042553191,-0.05857131300056628
COM 287,MA  113,957,888,46,39,0.9278996865203761,0.8478260869565217,0.0800735995638544
COM 287,ACC 202,935,862,68,65,0.9219251336898395,0.9558823529411765,-0.03395721925133699
COM 287,MGT 301,963,887,40,40,0.9210799584631361,1.0,-0.07892004153686394
COM 287,CHE 105,931,863,72,64,0.9269602577873255,0.8888888888888888,0.03807136889843665
COM 287,SOC 101,971,899,32,28,0.925849639546859,0.875,0.05084963954685895
COM 287,MKT 300,951,877,52,50,0.9221871713985279,0.9615384615384616,-0.03935129013993366
COM 287,MA  123,954,879,49,48,0.9213836477987422,0.9795918367346939,-0.0582081889359517
COM 287,MA  193,940,873,46,40,0.9287234042553192,0.8695652173913043,0.05915818686401486
COM 287,ECO 391,942,869,61,58,0.9225053078556263,0.9508196721311475,-0.028314364275521142
COM 287,ACC 201,961,886,42,41,0.9219562955254943,0.9761904761904762,-0.05423418066498187
COM 287,FIN 300,962,888,40,39,0.9230769230769231,0.975,-0.05192307692307685
COM 287,MA  162,972,896,31,31,0.9218106995884774,1.0,-0.07818930041152261
COM 287,COM 101,873,809,78,70,0.9266895761741123,0.8974358974358975,0.029253678738214828
COM 287,COM 252,925,852,78,75,0.9210810810810811,0.9615384615384616,-0.040457380457380454
COM 287,COM 281,952,884,35,31,0.9285714285714286,0.8857142857142857,0.04285714285714293
COM 287,CHE 111,963,891,40,36,0.9252336448598131,0.9,0.025233644859813054
SEM 328,EDS 547,231,229,48,48,0.9913419913419913,1.0,-0.008658008658008698
SEM 328,EDC 322,8,7,282,281,0.875,0.9964539007092199,-0.12145390070921991
SEM 328,EDC 339,8,7,282,281,0.875,0.9964539007092199,-0.12145390070921991
SEM 328,SEM 337,8,7,282,281,0.875,0.9964539007092199,-0.12145390070921991
SEM 328,EDC 326,2,1,288,287,0.5,0.9965277777777778,-0.4965277777777778
CS  375,EE  380,628,547,58,48,0.8710191082802548,0.8275862068965517,0.04343290138370304
CS  375,CS  216,624,542,62,53,0.8685897435897436,0.8548387096774194,0.01375103391232424
CS  375,PHY 242,630,545,56,50,0.8650793650793651,0.8928571428571429,-0.02777777777777779
CS  375,CS  499,642,556,44,39,0.8660436137071651,0.8863636363636364,-0.02032002265647126
CS  375,PHY 232,645,561,41,34,0.8697674418604651,0.8292682926829268,0.040499149177538274
CS  375,STA 281,579,503,107,92,0.8687392055267703,0.8598130841121495,0.008926121414620791
CS  375,CS  321,554,477,132,118,0.8610108303249098,0.8939393939393939,-0.03292856361448415
CS  375,STA 381,632,544,54,51,0.8607594936708861,0.9444444444444444,-0.08368495077355831
CS  375,CS  405G,549,468,137,127,0.8524590163934426,0.927007299270073,-0.0745482828766304
CS  375,MGT 301,653,566,33,29,0.8667687595712098,0.8787878787878788,-0.012019119216668983
CS  375,MA  321,648,561,38,34,0.8657407407407407,0.8947368421052632,-0.028996101364522464
CS  375,CS  441G,272,235,62,59,0.8639705882352942,0.9516129032258065,-0.08764231499051234
CS  375,CS  316,443,397,54,47,0.8961625282167043,0.8703703703703703,0.02579215784633393
CS  375,MA  214,652,563,34,32,0.8634969325153374,0.9411764705882353,-0.07767953807289785
CS  375,CS  380,610,528,76,67,0.8655737704918033,0.881578947368421,-0.016005176876617733
CS  375,CS  335,291,257,69,62,0.8831615120274914,0.8985507246376812,-0.015389212610189773
CS  375,CS  315,416,373,270,222,0.8966346153846154,0.8222222222222222,0.07441239316239323
CS  375,MA  322,583,503,103,92,0.8627787307032591,0.8932038834951457,-0.030425152791886623
CS  375,CS  270,80,77,32,31,0.9625,0.96875,-0.006249999999999978
CS  375,CS  485G,399,351,119,99,0.8796992481203008,0.8319327731092437,0.04776647501105702
GEO 109,UK  101,1078,990,98,94,0.9183673469387755,0.9591836734693877,-0.04081632653061218
GEO 109,BIO 152,1144,1054,32,30,0.9213286713286714,0.9375,-0.016171328671328644
GEO 109,ECO 202,1112,1025,64,59,0.9217625899280576,0.921875,-0.00011241007194240371
GEO 109,PHI 100,1145,1058,31,26,0.9240174672489083,0.8387096774193549,0.08530778982955345
GEO 109,MUS 100,1141,1049,35,35,0.9193689745836985,1.0,-0.08063102541630152
GEO 109,ANT 160,1104,1018,72,66,0.9221014492753623,0.9166666666666666,0.005434782608695676
GEO 109,CHE 113,1137,1045,39,39,0.9190853122251539,1.0,-0.08091468777484612
GEO 109,HIS 109,1143,1053,33,31,0.9212598425196851,0.9393939393939394,-0.01813409687425438
GEO 109,STA 210,1031,956,145,128,0.92725509214355,0.8827586206896552,0.04449647145389479
GEO 109,MA  109,1144,1057,32,27,0.923951048951049,0.84375,0.08020104895104896
GEO 109,MA  111,1143,1053,33,31,0.9212598425196851,0.9393939393939394,-0.01813409687425438
GEO 109,PSY 100,1128,1039,48,45,0.9210992907801419,0.9375,-0.016400709219858145
GEO 109,WRD 110,1105,1022,71,62,0.9248868778280543,0.8732394366197183,0.05164744120833609
GEO 109,CHE 107,1115,1025,61,59,0.9192825112107623,0.9672131147540983,-0.047930603543336
GEO 109,ECO 201,1010,926,166,158,0.9168316831683169,0.9518072289156626,-0.03497554574734574
GEO 109,ACC 202,1144,1054,32,30,0.9213286713286714,0.9375,-0.016171328671328644
GEO 109,MGT 301,1141,1050,35,34,0.9202453987730062,0.9714285714285714,-0.05118317265556527
GEO 109,CHE 105,1132,1044,44,40,0.9222614840989399,0.9090909090909091,0.013170575008030871
GEO 109,CIS 111,1061,977,115,107,0.9208294062205467,0.9304347826086956,-0.009605376388148956
GEO 109,SOC 101,1132,1044,44,40,0.9222614840989399,0.9090909090909091,0.013170575008030871
GEO 109,AST 191,1143,1055,33,29,0.9230096237970253,0.8787878787878788,0.04422174500914655
GEO 109,CHE 231,1145,1054,31,30,0.9205240174672489,0.967741935483871,-0.04721791801662212
GEO 109,CIS 110,1117,1031,59,53,0.9230080572963295,0.8983050847457628,0.02470297255056675
GEO 109,PS  210,1141,1052,35,32,0.9219982471516214,0.9142857142857143,0.007712532865907118
GEO 109,MA  114,1144,1054,32,30,0.9213286713286714,0.9375,-0.016171328671328644
GEO 109,BIO 103,1125,1041,51,43,0.9253333333333333,0.8431372549019608,0.08219607843137255
GEO 109,WRD 111,1073,987,103,97,0.9198508853681268,0.941747572815534,-0.021896687447407248
GEO 109,MA  123,1055,973,121,111,0.9222748815165877,0.9173553719008265,0.004919509615761153
GEO 109,BIO 148,1142,1052,34,32,0.9211908931698775,0.9411764705882353,-0.019985577418357825
GEO 109,PS  101,1127,1041,49,43,0.9236912156166814,0.8775510204081632,0.0461401952085182
GEO 109,ACC 201,1105,1016,71,68,0.9194570135746606,0.9577464788732394,-0.038289465298578795
GEO 109,MA  162,1109,1021,67,63,0.9206492335437331,0.9402985074626866,-0.019649273918953547
GEO 109,COM 101,1135,1045,41,39,0.920704845814978,0.9512195121951219,-0.030514666380143884
GEO 109,BIO 155,1137,1047,39,37,0.920844327176781,0.9487179487179487,-0.02787362154116768
GEO 109,STA 296,570,520,58,55,0.9122807017543859,0.9482758620689655,-0.03599516031457961
GEO 109,STA 291,513,474,35,35,0.9239766081871345,1.0,-0.07602339181286555
GEO 109,CHE 111,1140,1050,36,34,0.9210526315789473,0.9444444444444444,-0.023391812865497075
CSD 571,CSD 482,3,2,148,147,0.6666666666666666,0.9932432432432432,-0.32657657657657657
CSD 571,CSD 481,62,60,89,89,0.967741935483871,1.0,-0.032258064516129004
CSD 571,CSD 491,3,2,148,147,0.6666666666666666,0.9932432432432432,-0.32657657657657657
CME 425,CHE 232,438,397,64,55,0.906392694063927,0.859375,0.047017694063926974
CME 425,CHE 565,316,276,137,130,0.8734177215189873,0.948905109489051,-0.07548738797006371
CME 425,CME 432,3,2,459,413,0.6666666666666666,0.8997821350762527,-0.23311546840958608
CME 425,CME 395,436,391,66,61,0.8967889908256881,0.9242424242424242,-0.027453433416736117
CME 425,PHS 924,281,248,50,49,0.8825622775800712,0.98,-0.09743772241992876
CME 425,CME 420,3,3,499,449,1.0,0.8997995991983968,0.1002004008016032
CME 425,MSE 201,462,416,40,36,0.9004329004329005,0.9,0.00043290043290045155
CME 425,CME 599,388,351,48,46,0.904639175257732,0.9583333333333334,-0.053694158075601406
MNG 211,MNG 335,43,39,57,52,0.9069767441860465,0.9122807017543859,-0.005303957568339457
MNG 211,MNG 303,151,137,52,50,0.9072847682119205,0.9615384615384616,-0.054253693326541064
MNG 211,ME  220,122,110,86,82,0.9016393442622951,0.9534883720930233,-0.0518490278307282
MNG 211,MNG 302,106,94,84,83,0.8867924528301887,0.9880952380952381,-0.10130278526504943
MNG 211,MNG 301,100,88,103,99,0.88,0.9611650485436893,-0.08116504854368933
MNG 211,GLY 230,63,57,40,39,0.9047619047619048,0.975,-0.07023809523809521
MNG 211,EM  302,149,135,57,55,0.9060402684563759,0.9649122807017544,-0.058872012245378524
KHP 450,DHN 101,305,293,31,30,0.9606557377049181,0.967741935483871,-0.0070861977789529185
KHP 450,KHP 415,323,309,104,99,0.9566563467492261,0.9519230769230769,0.004733269826149189
KHP 450,KHP 240,397,379,54,53,0.9546599496221663,0.9814814814814815,-0.02682153185931524
KHP 450,KHP 300,384,369,67,63,0.9609375,0.9402985074626866,0.020638992537313383
KHP 450,KHP 420G,355,337,96,95,0.9492957746478873,0.9895833333333334,-0.04028755868544609
KHP 450,KHP 340,364,351,87,81,0.9642857142857143,0.9310344827586207,0.03325123152709364
KHP 450,KHP 190,374,356,77,76,0.9518716577540107,0.987012987012987,-0.035141329258976284
KHP 450,KHP 200,408,390,43,42,0.9558823529411765,0.9767441860465116,-0.02086183310533507
KHP 450,KHP 573,266,253,70,67,0.9511278195488722,0.9571428571428572,-0.006015037593985029
KHP 450,KHP 350,337,323,108,103,0.9584569732937686,0.9537037037037037,0.004753269590064835
KHP 450,KHP 577,368,353,83,79,0.9592391304347826,0.9518072289156626,0.007431901519119988
KHP 450,PHY 211,416,397,35,35,0.9543269230769231,1.0,-0.04567307692307687
KHP 450,PGY 412G,392,376,59,56,0.9591836734693877,0.9491525423728814,0.01003113109650633
KHP 450,KHP 230,411,393,40,39,0.9562043795620438,0.975,-0.01879562043795613
KHP 450,KHP 445,376,358,75,74,0.9521276595744681,0.9866666666666667,-0.03453900709219859
KHP 450,KHP 210,370,352,81,80,0.9513513513513514,0.9876543209876543,-0.03630296963630286
EDC 322,EDS 547,307,305,45,45,0.993485342019544,1.0,-0.006514657980456029
EDC 322,SEM 328,2,1,282,281,0.5,0.9964539007092199,-0.4964539007092199
EDC 322,EDC 339,1,1,388,386,1.0,0.9948453608247423,0.005154639175257714
EDC 322,SEM 337,0,0,284,282,NaN,0.9929577464788732,NaN
EDC 322,EDC 326,1,1,388,386,1.0,0.9948453608247423,0.005154639175257714
EDC 322,EDC 317,330,329,59,58,0.996969696969697,0.9830508474576272,0.013918849512069786
CHE 532,CHE 550,105,86,76,65,0.819047619047619,0.8552631578947368,-0.03621553884711781
CHE 532,CHE 440G,115,96,66,55,0.8347826086956521,0.8333333333333334,0.0014492753623187582
CHE 532,CHE 547,122,101,59,50,0.8278688524590164,0.847457627118644,-0.019588774659627606
FIN 490,FIN 423,219,218,152,152,0.9954337899543378,1.0,-0.004566210045662156
FIN 490,ACC 418,330,329,41,41,0.996969696969697,1.0,-0.00303030303030305
FIN 490,CLA 131,339,338,32,32,0.9970501474926253,1.0,-0.002949852507374673
FIN 490,MGT 499,308,307,63,63,0.9967532467532467,1.0,-0.0032467532467532756
FIN 490,FIN 452,78,78,56,55,1.0,0.9821428571428571,0.017857142857142905
FIN 490,FIN 430,171,170,74,74,0.9941520467836257,1.0,-0.005847953216374324
AFS 212,MA  213,115,106,39,38,0.9217391304347826,0.9743589743589743,-0.05261984392419172
AFS 212,PHY 231,120,111,34,33,0.925,0.9705882352941176,-0.045588235294117596
AFS 212,AFS 211,0,0,154,144,NaN,0.935064935064935,NaN
AFS 212,PHY 241,120,111,34,33,0.925,0.9705882352941176,-0.045588235294117596
MUS 172,MUC 151,140,125,131,126,0.8928571428571429,0.9618320610687023,-0.06897491821155943
MUS 172,PSY 100,211,195,60,56,0.9241706161137441,0.9333333333333333,-0.009162717219589278
MUS 172,CIS 111,156,145,41,39,0.9294871794871795,0.9512195121951219,-0.021732332707942392
MUS 172,MUS 173,33,30,238,221,0.9090909090909091,0.9285714285714286,-0.019480519480519543
ABT 460,PHY 213,155,147,51,46,0.9483870967741935,0.9019607843137255,0.04642631246046802
ABT 460,ABT 395,168,155,38,38,0.9226190476190477,1.0,-0.07738095238095233
ABT 460,BCH 401G,165,153,41,40,0.9272727272727272,0.975609756097561,-0.048337028824833705
ABT 460,ABT 461,95,87,111,106,0.9157894736842105,0.954954954954955,-0.039165481270744484
AEC 311,AEC 316,63,56,33,32,0.8888888888888888,0.9696969696969697,-0.08080808080808088
AEC 311,AEC 317,76,71,35,32,0.9342105263157895,0.9142857142857143,0.019924812030075234
ANA 110,GRN 250,944,887,76,72,0.9396186440677966,0.9473684210526315,-0.007749776984834922
ANA 110,PHI 100,1445,1361,39,38,0.9418685121107266,0.9743589743589743,-0.0324904622482477
ANA 110,MUS 100,1367,1286,117,113,0.9407461594732992,0.9658119658119658,-0.02506580633866662
ANA 110,DHN 212,969,915,47,44,0.9442724458204335,0.9361702127659575,0.008102233054475994
ANA 110,ANT 160,1367,1285,117,114,0.9400146305779078,0.9743589743589743,-0.034344343781066544
ANA 110,HIS 109,1428,1346,56,53,0.9425770308123249,0.9464285714285714,-0.003851540616246485
ANA 110,KHP 200,1449,1372,31,27,0.9468599033816425,0.8709677419354839,0.07589216144615862
ANA 110,STA 210,1080,1013,140,133,0.937962962962963,0.95,-0.012037037037036957
ANA 110,NFS 212,395,372,69,68,0.9417721518987342,0.9855072463768116,-0.04373509447807744
ANA 110,MA  111,1263,1194,221,205,0.9453681710213777,0.9276018099547512,0.017766361066626546
ANA 110,PSY 100,1108,1048,376,351,0.9458483754512635,0.9335106382978723,0.01233773715339126
ANA 110,GEO 160,1437,1359,43,40,0.9457202505219207,0.9302325581395349,0.015487692382385787
ANA 110,KHP 120,1450,1368,34,31,0.9434482758620689,0.9117647058823529,0.031683569979716
ANA 110,GEO 261,967,907,53,52,0.937952430196484,0.9811320754716981,-0.04317964527521412
ANA 110,CLA 131,1329,1255,155,144,0.944319036869827,0.9290322580645162,0.015286778805310819
ANA 110,CIS 111,818,772,402,374,0.9437652811735942,0.9303482587064676,0.013417022467126505
ANA 110,SOC 101,1417,1338,67,61,0.9442484121383204,0.9104477611940298,0.03380065094429063
ANA 110,PHI 130,1324,1251,40,38,0.9448640483383686,0.95,-0.005135951661631388
ANA 110,BIO 103,1098,1040,386,359,0.9471766848816029,0.9300518134715026,0.01712487141010033
ANA 110,WRD 111,1029,966,111,103,0.9387755102040817,0.9279279279279279,0.010847582276153789
ANA 110,CHE 103,995,929,418,402,0.9336683417085427,0.9617224880382775,-0.028054146329734797
ANA 110,STA 200,268,257,76,73,0.9589552238805971,0.9605263157894737,-0.0015710919088766095
ANA 110,PHI 120,1392,1315,92,84,0.944683908045977,0.9130434782608695,0.031640429785107504
ANA 110,PS  101,1450,1368,34,31,0.9434482758620689,0.9117647058823529,0.031683569979716
ANA 110,PSY 223,1444,1360,40,39,0.9418282548476454,0.975,-0.03317174515235455
ANA 110,COM 101,1434,1350,50,49,0.9414225941422594,0.98,-0.03857740585774061
ANA 110,ENG 104,375,353,89,87,0.9413333333333334,0.9775280898876404,-0.03619475655430704
ANA 110,TA  110,1095,1026,45,43,0.936986301369863,0.9555555555555556,-0.018569254185692552
ANA 110,CHE 108,1411,1333,69,66,0.9447200566973778,0.9565217391304348,-0.011801682433057015
ANA 110,KHP 230,1435,1357,45,42,0.9456445993031359,0.9333333333333333,0.012311265969802587
ANA 110,BIO 208,1418,1336,66,63,0.9421720733427362,0.9545454545454546,-0.012373381202718359
JOU 204,STA 210,166,154,53,50,0.927710843373494,0.9433962264150944,-0.015685383041600387
JOU 204,PS  101,274,254,33,32,0.927007299270073,0.9696969696969697,-0.04268967042689675
GEO 172,UK  101,914,795,115,103,0.8698030634573304,0.8956521739130435,-0.025849110455713142
GEO 172,MUS 100,1051,913,31,29,0.8686964795432921,0.9354838709677419,-0.06678739142444978
GEO 172,HIS 109,1025,895,57,47,0.8731707317073171,0.8245614035087719,0.04860932819854513
GEO 172,STA 210,600,524,37,34,0.8733333333333333,0.918918918918919,-0.045585585585585675
GEO 172,BIO 102,1019,889,42,36,0.872423945044161,0.8571428571428571,0.015281087901303891
GEO 172,MA  109,1030,899,52,43,0.8728155339805825,0.8269230769230769,0.045892457057505665
GEO 172,PSY 100,1047,914,35,28,0.8729703915950334,0.8,0.07297039159503338
GEO 172,GEO 160,1080,942,32,30,0.8722222222222222,0.9375,-0.06527777777777777
GEO 172,WRD 110,476,417,59,51,0.8760504201680672,0.864406779661017,0.011643640507050246
